List-ID,image_score,n_ratings,Strassenname,Name
635,2.55,20,Im_Burgfeld_60439,Im_Burgfeld_60439.jpeg
636,2.0,8,Sigmund-Freud-Strasse_60435,Sigmund-Freud-Strasse_60435.jpeg
637,3.6666666666666665,18,Espenstrasse_65933,Espenstrasse_65933.jpeg
638,3.4,15,Am_Huehnerberg_65934,Am_Huehnerberg_65934.jpeg
639,3.2,15,Kelkheimer_Strasse_60326,Kelkheimer_Strasse_60326.jpeg
640,3.5384615384615383,13,Breidensteiner_Weg_60489,Breidensteiner_Weg_60489.jpeg
641,3.4615384615384617,13,Imkerweg_65931,Imkerweg_65931.jpeg
642,3.9285714285714284,14,Alt-Praunheim_60488,Alt-Praunheim_60488.jpeg
643,4.142857142857143,14,Roemerberg_60311,Roemerberg_60311.jpeg
644,1.8095238095238095,21,Homburger_Landstrasse_60435,Homburger_Landstrasse_60435.jpeg
645,2.8421052631578947,19,Gickelgasse_60437,Gickelgasse_60437.jpeg
646,3.25,16,Wilhelm-Epstein-Strasse_60431,Wilhelm-Epstein-Strasse_60431.jpeg
647,1.8461538461538463,13,Bertramswiese_60320,Bertramswiese_60320.jpeg
648,3.2941176470588234,17,Frankenallee_60327,Frankenallee_60327.jpeg
649,4.066666666666666,15,Schwedenkronenplatz_60313,Schwedenkronenplatz_60313.jpeg
650,1.9285714285714286,14,Daimlerstrasse_60314,Daimlerstrasse_60314.jpeg
651,1.6923076923076923,13,Erich-Ollenhauer-Ring_60439,Erich-Ollenhauer-Ring_60439.jpeg
652,3.7058823529411766,17,Bilsteinweg_60435,Bilsteinweg_60435.jpeg
653,3.0833333333333335,12,Porthstrasse_60435,Porthstrasse_60435.jpeg
654,3.75,12,Schmidtbornstrasse_65934,Schmidtbornstrasse_65934.jpeg
655,3.6666666666666665,15,Danneckerstrasse_60594,Danneckerstrasse_60594.jpeg
656,3.5833333333333335,12,Dahlmannstrasse_60385,Dahlmannstrasse_60385.jpeg
657,3.611111111111111,18,Burnitzstrasse_60596,Burnitzstrasse_60596.jpeg
658,3.5,12,Diezer_Strasse_60439,Diezer_Strasse_60439.jpeg
659,3.0588235294117645,17,Buchrainstrasse_60599,Buchrainstrasse_60599.jpeg
660,2.769230769230769,13,Lissabonner_Strasse_60327,Lissabonner_Strasse_60327.jpeg
661,3.642857142857143,14,Morgenzeile_60529,Morgenzeile_60529.jpeg
662,3.5217391304347827,23,Tillystrasse_65934,Tillystrasse_65934.jpeg
663,3.1333333333333333,15,Hebelstrasse_60318,Hebelstrasse_60318.jpeg
664,2.1,10,Heinz-Herbert-Karry-Strasse_60389,Heinz-Herbert-Karry-Strasse_60389.jpeg
665,2.5789473684210527,19,August-Euler-Strasse_60486,August-Euler-Strasse_60486.jpeg
666,3.357142857142857,28,Oelmuehlgasse_60489,Oelmuehlgasse_60489.jpeg
667,4.090909090909091,11,Am_Saalenbusch_60386,Am_Saalenbusch_60386.jpeg
668,3.5555555555555554,18,Luxemburgerallee_60385,Luxemburgerallee_60385.jpeg
669,3.0,15,Lehmkautstrasse_65931,Lehmkautstrasse_65931.jpeg
670,1.7692307692307692,13,Zeppelinallee_60487,Zeppelinallee_60487.jpeg
671,3.5833333333333335,12,Palmstrasse_60316,Palmstrasse_60316.jpeg
672,2.5,14,Kleine_Hochstrasse_60313,Kleine_Hochstrasse_60313.jpeg
673,1.736842105263158,19,Tischbeinstrasse_60596,Tischbeinstrasse_60596.jpeg
674,3.0555555555555554,18,Mannheimer_Strasse_60329,Mannheimer_Strasse_60329.jpeg
675,3.1578947368421053,19,Am_Kunzengarten_65936,Am_Kunzengarten_65936.jpeg
676,3.526315789473684,19,Heinestrasse_60322,Heinestrasse_60322.jpeg
677,2.111111111111111,9,Jean-Paul-Strasse_60320,Jean-Paul-Strasse_60320.jpeg
678,3.4615384615384617,13,Alter_Wartweg_60388,Alter_Wartweg_60388.jpeg
679,2.923076923076923,13,Walter-Schwagenscheidt-Platz_60439,Walter-Schwagenscheidt-Platz_60439.jpeg
680,1.9285714285714286,14,Hungener_Strasse_60389,Hungener_Strasse_60389.jpeg
681,2.2941176470588234,17,Sossenheimer_Muehlgasse_65936,Sossenheimer_Muehlgasse_65936.jpeg
682,3.7,10,Dehnhardtstrasse_60433,Dehnhardtstrasse_60433.jpeg
683,3.6363636363636362,11,Mainzer_Landstrasse_60327,Mainzer_Landstrasse_60327.jpeg
684,4.0,11,Pfannmuellerstrasse_60488,Pfannmuellerstrasse_60488.jpeg
685,3.6666666666666665,15,Haardtwaldplatz_60528,Haardtwaldplatz_60528.jpeg
686,2.7777777777777777,18,Sandplackenstrasse_60488,Sandplackenstrasse_60488.jpeg
687,2.8461538461538463,13,Orthstrasse_60385,Orthstrasse_60385.jpeg
688,3.2,15,Katzenpforte_60313,Katzenpforte_60313.jpeg
689,2.3333333333333335,12,Duerkheimer_Strasse_65934,Duerkheimer_Strasse_65934.jpeg
690,2.1666666666666665,18,Am_Gemeindegarten_65933,Am_Gemeindegarten_65933.jpeg
691,2.1333333333333333,15,Emser_Bruecke_60327,Emser_Bruecke_60327.jpeg
692,3.066666666666667,15,Kastanienstrasse_65933,Kastanienstrasse_65933.jpeg
693,3.6315789473684212,19,Eschenheimer_Anlage_60318,Eschenheimer_Anlage_60318.jpeg
694,2.857142857142857,14,Obere_Ruetzelstrasse_65933,Obere_Ruetzelstrasse_65933.jpeg
695,2.764705882352941,17,In_den_Aspen_60437,In_den_Aspen_60437.jpeg
696,3.230769230769231,13,Kurzroederstrasse_60435,Kurzroederstrasse_60435.jpeg
697,1.6363636363636365,11,An_der_Festeburg_60389,An_der_Festeburg_60389.jpeg
698,2.1875,16,Erntestrasse_60327,Erntestrasse_60327.jpeg
699,3.076923076923077,13,Adolfstrasse_60528,Adolfstrasse_60528.jpeg
700,3.2222222222222223,9,Ackermannstrasse_60326,Ackermannstrasse_60326.jpeg
701,2.8,15,Rossdorfer_Strasse_60385,Rossdorfer_Strasse_60385.jpeg
702,2.5217391304347827,23,Adolf-Leweke-Strasse_60435,Adolf-Leweke-Strasse_60435.jpeg
703,4.0,6,Marbachweg_60389,Marbachweg_60389.jpeg
704,2.8666666666666667,15,Karl-Marx-Strasse_60386,Karl-Marx-Strasse_60386.jpeg
705,3.076923076923077,13,Otto-Brenner-Strasse_65936,Otto-Brenner-Strasse_65936.jpeg
706,3.6363636363636362,11,Holzhausenstrasse_60322,Holzhausenstrasse_60322.jpeg
707,2.8,5,Ignatz-Bubis-Bruecke_60311,Ignatz-Bubis-Bruecke_60311.jpeg
708,3.2142857142857144,14,Ettinghausen-Platz_65929,Ettinghausen-Platz_65929.jpeg
709,2.1333333333333333,15,In_den_Seewiesen_60437,In_den_Seewiesen_60437.jpeg
710,3.0555555555555554,18,Inckusstrasse_60320,Inckusstrasse_60320.jpeg
711,3.5,14,Alte_Fahrt_60437,Alte_Fahrt_60437.jpeg
712,3.8823529411764706,17,Arnsburger_Strasse_60385,Arnsburger_Strasse_60385.jpeg
713,3.8421052631578947,19,Kueferstrasse_65931,Kueferstrasse_65931.jpeg
714,3.7857142857142856,14,Gederner_Strasse_60435,Gederner_Strasse_60435.jpeg
715,2.4,15,Pfingstbornstrasse_65931,Pfingstbornstrasse_65931.jpeg
716,3.3125,16,Roedelheimer_Landstrasse_60486,Roedelheimer_Landstrasse_60486.jpeg
717,3.533333333333333,15,Schalksbornstrasse_60388,Schalksbornstrasse_60388.jpeg
718,3.8461538461538463,13,Alfred-Delp-Strasse_60599,Alfred-Delp-Strasse_60599.jpeg
719,3.5,12,Marianne-Beuchert-Platz_60435,Marianne-Beuchert-Platz_60435.jpeg
720,2.5555555555555554,9,Gref-Voelsing-Strasse_60314,Gref-Voelsing-Strasse_60314.jpeg
721,3.6875,16,Diesterwegplatz_60594,Diesterwegplatz_60594.jpeg
722,3.2142857142857144,14,Jakobsbrunnenstrasse_60386,Jakobsbrunnenstrasse_60386.jpeg
723,2.2,15,Friedrich-Kahl-Strasse_60489,Friedrich-Kahl-Strasse_60489.jpeg
724,3.4166666666666665,12,Grosse_Gallusstrasse_60311,Grosse_Gallusstrasse_60311.jpeg
725,4.333333333333333,12,Am_Steinernen_Kreuz_65933,Am_Steinernen_Kreuz_65933.jpeg
726,2.5294117647058822,17,Niederurseler_Steg_60439,Niederurseler_Steg_60439.jpeg
727,3.1666666666666665,12,Kleemannstrasse_60489,Kleemannstrasse_60489.jpeg
728,3.473684210526316,19,Tacitusstrasse_60439,Tacitusstrasse_60439.jpeg
729,2.888888888888889,18,Pflugstrasse_60431,Pflugstrasse_60431.jpeg
730,3.230769230769231,13,Leibbrandstrasse_60314,Leibbrandstrasse_60314.jpeg
731,3.8,20,Siebenbuergenstrasse_60388,Siebenbuergenstrasse_60388.jpeg
732,2.769230769230769,13,Im_Eichwaeldchen_60488,Im_Eichwaeldchen_60488.jpeg
733,3.230769230769231,26,Philipp-Holzmann-Weg_60314,Philipp-Holzmann-Weg_60314.jpeg
734,3.588235294117647,17,Nusszeil_60433,Nusszeil_60433.jpeg
735,3.3,10,Fabriciusstrasse_65933,Fabriciusstrasse_65933.jpeg
736,3.3333333333333335,15,Baerenstrasse_60316,Baerenstrasse_60316.jpeg
737,2.789473684210526,19,Taubenstrasse_60313,Taubenstrasse_60313.jpeg
738,3.3333333333333335,9,Huegelstrasse_60433,Huegelstrasse_60433.jpeg
739,4.0,10,Pfortenstrasse_60386,Pfortenstrasse_60386.jpeg
740,3.25,24,Adelonstrasse_65929,Adelonstrasse_65929.jpeg
741,3.7857142857142856,14,Vilbeler_Strasse_60313,Vilbeler_Strasse_60313.jpeg
742,3.6875,16,Neue_Boersenstrasse_60487,Neue_Boersenstrasse_60487.jpeg
743,2.263157894736842,19,Wilhelm-Schmelz-Weg_65934,Wilhelm-Schmelz-Weg_65934.jpeg
744,2.6315789473684212,19,Burgenlandweg_60599,Burgenlandweg_60599.jpeg
745,3.8666666666666667,15,Karpfenweg_60327,Karpfenweg_60327.jpeg
746,3.533333333333333,15,Eschersheimer_Landstrasse_60323,Eschersheimer_Landstrasse_60323.jpeg
747,3.9411764705882355,17,Niddagaustrasse_60489,Niddagaustrasse_60489.jpeg
748,3.3333333333333335,12,Lichtensteinstrasse_60322,Lichtensteinstrasse_60322.jpeg
749,3.25,12,Kurzgasse_60489,Kurzgasse_60489.jpeg
750,3.8333333333333335,18,Alt-Eschersheim_60433,Alt-Eschersheim_60433.jpeg
751,4.0,14,Stegstrasse_60594,Stegstrasse_60594.jpeg
752,3.4347826086956523,23,Guenther-Groenhoff-Strasse_60487,Guenther-Groenhoff-Strasse_60487.jpeg
753,3.466666666666667,15,Riedrain_65936,Riedrain_65936.jpeg
754,2.9375,16,Huegelstrasse_60435,Huegelstrasse_60435.jpeg
755,2.2222222222222223,18,Flughafenstrasse_60528,Flughafenstrasse_60528.jpeg
756,3.5,10,Schneidmuehlenweg_65929,Schneidmuehlenweg_65929.jpeg
757,2.7142857142857144,7,Friedrich-Ebert-Anlage_60325,Friedrich-Ebert-Anlage_60325.jpeg
758,2.9,10,Friedberger_Tor_60313,Friedberger_Tor_60313.jpeg
759,2.0476190476190474,21,Adlerflychtplatz_60318,Adlerflychtplatz_60318.jpeg
760,3.076923076923077,13,Kurhessenstrasse_60431,Kurhessenstrasse_60431.jpeg
761,2.6956521739130435,23,Neue_Mainzer_Strasse_60311,Neue_Mainzer_Strasse_60311.jpeg
762,3.3846153846153846,13,Schifferstrasse_60594,Schifferstrasse_60594.jpeg
763,3.45,20,Kaiserstrasse_60311,Kaiserstrasse_60311.jpeg
764,3.5555555555555554,9,Braumannstrasse_60435,Braumannstrasse_60435.jpeg
765,3.5,10,Berger_Strasse_60316,Berger_Strasse_60316.jpeg
766,3.625,16,Bornheimer_Landstrasse_60316,Bornheimer_Landstrasse_60316.jpeg
767,3.6470588235294117,17,Ben-Gurion-Ring_60437,Ben-Gurion-Ring_60437.jpeg
768,3.1,20,Idsteiner_Strasse_60326,Idsteiner_Strasse_60326.jpeg
769,3.5238095238095237,21,Paul-Bode-Strasse_60433,Paul-Bode-Strasse_60433.jpeg
770,3.0,23,Juliusstrasse_60487,Juliusstrasse_60487.jpeg
771,2.3333333333333335,18,Wismarer_Strasse_60323,Wismarer_Strasse_60323.jpeg
772,3.111111111111111,18,Lappengasse_60386,Lappengasse_60386.jpeg
773,2.3,10,Bundenweg_60320,Bundenweg_60320.jpeg
774,3.772727272727273,22,In_den_Zeulaeckern_60389,In_den_Zeulaeckern_60389.jpeg
775,3.3333333333333335,12,Niedergaertenstrasse_60435,Niedergaertenstrasse_60435.jpeg
776,3.466666666666667,15,Fuchshohl_60431,Fuchshohl_60431.jpeg
777,1.5833333333333333,24,Bruno-Poelke-Strasse_60486,Bruno-Poelke-Strasse_60486.jpeg
778,1.8333333333333333,18,Carl-Heicke-Weg_60385,Carl-Heicke-Weg_60385.jpeg
779,4.1,20,Kolberger_Weg_65931,Kolberger_Weg_65931.jpeg
780,3.9411764705882355,17,Titusstrasse_60439,Titusstrasse_60439.jpeg
781,3.3076923076923075,13,Jungmannstrasse_65933,Jungmannstrasse_65933.jpeg
782,3.5,16,An_den_Gerlachswiesen_60388,An_den_Gerlachswiesen_60388.jpeg
783,3.75,12,Florastrasse_60487,Florastrasse_60487.jpeg
784,3.411764705882353,17,Hafnerstrasse_65933,Hafnerstrasse_65933.jpeg
785,3.142857142857143,14,Hansaallee_60322,Hansaallee_60322.jpeg
786,3.3,10,Schenkendorfstrasse_60431,Schenkendorfstrasse_60431.jpeg
787,3.5,14,Gervinusstrasse_60322,Gervinusstrasse_60322.jpeg
788,3.764705882352941,17,Pferdskopfweg_65931,Pferdskopfweg_65931.jpeg
789,3.5714285714285716,14,An_der_Hauptwache_60313,An_der_Hauptwache_60313.jpeg
790,2.8333333333333335,18,Blauhandgasse_60311,Blauhandgasse_60311.jpeg
791,1.8461538461538463,13,Schreberweg_60489,Schreberweg_60489.jpeg
792,3.8125,16,Felsenbirnenweg_65929,Felsenbirnenweg_65929.jpeg
793,2.55,20,Zur_Kalbacher_Hoehe_60438,Zur_Kalbacher_Hoehe_60438.jpeg
794,3.230769230769231,13,Oeder_Weg_60322,Oeder_Weg_60322.jpeg
795,2.8947368421052633,19,Freiherr-vom-Stein-Strasse_60323,Freiherr-vom-Stein-Strasse_60323.jpeg
796,3.5833333333333335,12,Taufsteinweg_60435,Taufsteinweg_60435.jpeg
797,3.388888888888889,18,Balduinstrasse_60599,Balduinstrasse_60599.jpeg
798,3.588235294117647,17,Alte_Riedbergstrasse_60437,Alte_Riedbergstrasse_60437.jpeg
799,3.375,16,Pfingstweidstrasse_60316,Pfingstweidstrasse_60316.jpeg
800,1.5,12,Heinrich-Hopf-Strasse_65936,Heinrich-Hopf-Strasse_65936.jpeg
801,2.5,16,Martin-Elsaesser-Platz_60314,Martin-Elsaesser-Platz_60314.jpeg
802,2.2142857142857144,14,Markt_60311,Markt_60311.jpeg
803,3.5,14,Spielmannstrasse_65934,Spielmannstrasse_65934.jpeg
804,2.357142857142857,14,Tilsiter_Strasse_60487,Tilsiter_Strasse_60487.jpeg
805,3.4285714285714284,14,Konstantinstrasse_60439,Konstantinstrasse_60439.jpeg
806,3.6666666666666665,15,Reifenberger_Strasse_60489,Reifenberger_Strasse_60489.jpeg
807,3.75,12,Nathan-Trier-Strasse_65933,Nathan-Trier-Strasse_65933.jpeg
808,3.857142857142857,21,Merzenstrasse_60437,Merzenstrasse_60437.jpeg
809,3.1333333333333333,15,Am_Ameisenberg_60385,Am_Ameisenberg_60385.jpeg
810,3.466666666666667,15,Rudolf-Hilferding-Strasse_60439,Rudolf-Hilferding-Strasse_60439.jpeg
811,3.727272727272727,11,Loensweg_60529,Loensweg_60529.jpeg
812,3.3125,16,Kleine_Wiesenau_60323,Kleine_Wiesenau_60323.jpeg
813,2.75,12,Colmarer_Strasse_60528,Colmarer_Strasse_60528.jpeg
814,3.769230769230769,13,Baumweg_60316,Baumweg_60316.jpeg
815,3.1666666666666665,12,Ringelnatzgaesschen_60431,Ringelnatzgaesschen_60431.jpeg
816,2.7857142857142856,14,Unter_den_Akazien_60596,Unter_den_Akazien_60596.jpeg
817,3.4210526315789473,19,Hoechster_Bahnstrasse_65929,Hoechster_Bahnstrasse_65929.jpeg
818,3.0526315789473686,19,Matthias-Beltz-Platz_60318,Matthias-Beltz-Platz_60318.jpeg
819,3.6153846153846154,13,Albert-Linel-Strasse_60486,Albert-Linel-Strasse_60486.jpeg
820,3.4,15,Kattowitzer_Strasse_65933,Kattowitzer_Strasse_65933.jpeg
821,1.9444444444444444,18,Stuetzelaeckerweg_60489,Stuetzelaeckerweg_60489.jpeg
822,4.0,10,Ringelstrasse_60385,Ringelstrasse_60385.jpeg
823,2.8461538461538463,13,Scheidstrasse_60320,Scheidstrasse_60320.jpeg
824,3.8181818181818183,11,Am_Wendelsgarten_60437,Am_Wendelsgarten_60437.jpeg
825,2.6842105263157894,19,An_den_Drei_Brunnen_60431,An_den_Drei_Brunnen_60431.jpeg
826,3.1538461538461537,13,Josef-Dey-Weg_65929,Josef-Dey-Weg_65929.jpeg
827,3.6666666666666665,9,Mendelssohnstrasse_60325,Mendelssohnstrasse_60325.jpeg
828,3.3846153846153846,13,Jacob-Schiff-Strasse_60433,Jacob-Schiff-Strasse_60433.jpeg
829,3.2857142857142856,14,Lotzstrasse_65934,Lotzstrasse_65934.jpeg
830,3.176470588235294,17,Nassauer_Strasse_60439,Nassauer_Strasse_60439.jpeg
831,2.7142857142857144,14,Hersfelder_Strasse_60487,Hersfelder_Strasse_60487.jpeg
832,3.066666666666667,15,Am_Michlersbrunnen_60388,Am_Michlersbrunnen_60388.jpeg
833,3.0,12,Eppsteiner_Strasse_60323,Eppsteiner_Strasse_60323.jpeg
834,3.4444444444444446,9,Schweizer_Strasse_60594,Schweizer_Strasse_60594.jpeg
835,1.95,20,Cheruskerweg_65929,Cheruskerweg_65929.jpeg
836,3.1333333333333333,15,Heidetraenkstrasse_60439,Heidetraenkstrasse_60439.jpeg
837,3.9166666666666665,12,Jungstrasse_60486,Jungstrasse_60486.jpeg
838,3.176470588235294,17,Auerswaldstrasse_60385,Auerswaldstrasse_60385.jpeg
839,1.7222222222222223,18,Ostpark_60385,Ostpark_60385.jpeg
840,3.230769230769231,13,Neumannstrasse_60433,Neumannstrasse_60433.jpeg
841,2.0,17,Heinrich-Hardt-Strasse_65933,Heinrich-Hardt-Strasse_65933.jpeg
842,3.2222222222222223,9,Frauenlobstrasse_60487,Frauenlobstrasse_60487.jpeg
843,3.5555555555555554,18,Grosse_Gallusstrasse_60315,Grosse_Gallusstrasse_60315.jpeg
844,2.5,10,Ehingerstrasse_60326,Ehingerstrasse_60326.jpeg
845,3.4166666666666665,12,Schillerstrasse_60313,Schillerstrasse_60313.jpeg
846,3.15,20,Egelsbacher_Strasse_60528,Egelsbacher_Strasse_60528.jpeg
847,2.933333333333333,15,Alte_Bruecke_60594,Alte_Bruecke_60594.jpeg
848,2.857142857142857,14,Odrellstrasse_60486,Odrellstrasse_60486.jpeg
849,3.4,15,Liliencronstrasse_60320,Liliencronstrasse_60320.jpeg
850,3.6666666666666665,12,Strubbergstrasse_60489,Strubbergstrasse_60489.jpeg
851,3.6,15,Rossmarkt_60311,Rossmarkt_60311.jpeg
852,2.4375,16,Oestricher_Weg_60529,Oestricher_Weg_60529.jpeg
853,3.533333333333333,15,Truempertstrasse_60489,Truempertstrasse_60489.jpeg
854,2.0714285714285716,14,Felix-Wankel-Strasse_60314,Felix-Wankel-Strasse_60314.jpeg
855,3.7333333333333334,15,Herrnstrasse_60599,Herrnstrasse_60599.jpeg
856,2.6842105263157894,19,Johanna-Kirchner-Strasse_60488,Johanna-Kirchner-Strasse_60488.jpeg
857,3.2857142857142856,14,Friedensstrasse_60311,Friedensstrasse_60311.jpeg
858,3.1818181818181817,11,Waldschulstrasse_65933,Waldschulstrasse_65933.jpeg
859,3.1176470588235294,17,Hollerkopfstrasse_60439,Hollerkopfstrasse_60439.jpeg
860,3.411764705882353,17,Sophie-von-La-Roche-Weg_60431,Sophie-von-La-Roche-Weg_60431.jpeg
861,3.25,16,Esperantostrasse_60598,Esperantostrasse_60598.jpeg
862,3.6666666666666665,12,An_der_Gruenhohl_60437,An_der_Gruenhohl_60437.jpeg
863,3.423076923076923,26,Am_Salzhaus_60311,Am_Salzhaus_60311.jpeg
864,2.2666666666666666,15,Heddernheimer_Landstrasse_60439,Heddernheimer_Landstrasse_60439.jpeg
865,3.25,12,Bottenhorner_Weg_60489,Bottenhorner_Weg_60489.jpeg
866,3.2,15,Rebstoecker_Weg_60489,Rebstoecker_Weg_60489.jpeg
867,3.4,15,de-Ridder-Weg_65929,de-Ridder-Weg_65929.jpeg
868,2.75,8,Toni-Sender-Strasse_65936,Toni-Sender-Strasse_65936.jpeg
869,1.7857142857142858,14,Schneiderstrasse_65931,Schneiderstrasse_65931.jpeg
870,3.2666666666666666,15,Ostpreussenstrasse_60388,Ostpreussenstrasse_60388.jpeg
871,3.3846153846153846,13,Coventrystrasse_65934,Coventrystrasse_65934.jpeg
872,3.4,10,Bolongarostrasse_65934,Bolongarostrasse_65934.jpeg
873,2.3636363636363638,11,Am_Hohen_Weg_60488,Am_Hohen_Weg_60488.jpeg
874,2.9375,16,Ludwigshafener_Strasse_65929,Ludwigshafener_Strasse_65929.jpeg
875,2.7142857142857144,21,Weisskirchener_Weg_60439,Weisskirchener_Weg_60439.jpeg
876,3.1578947368421053,19,Langheckenweg_60433,Langheckenweg_60433.jpeg
877,3.8333333333333335,18,Toeplitzstrasse_60596,Toeplitzstrasse_60596.jpeg
878,2.3529411764705883,17,Schwanenstrasse_60314,Schwanenstrasse_60314.jpeg
879,3.0625,16,Am_Schwalbenschwanz_60431,Am_Schwalbenschwanz_60431.jpeg
880,3.4545454545454546,22,Zeppelinallee_60325,Zeppelinallee_60325.jpeg
881,2.142857142857143,14,Triftstrasse_60528,Triftstrasse_60528.jpeg
882,3.3846153846153846,13,Schulze-Delitzsch-Strasse_60386,Schulze-Delitzsch-Strasse_60386.jpeg
883,3.4285714285714284,21,Erich-Fromm-Platz_60323,Erich-Fromm-Platz_60323.jpeg
884,3.2857142857142856,21,Windmuehlstrasse_60329,Windmuehlstrasse_60329.jpeg
885,3.076923076923077,13,Ignatz-Bubis-Bruecke_60594,Ignatz-Bubis-Bruecke_60594.jpeg
886,3.75,12,Burglehen_60386,Burglehen_60386.jpeg
887,2.9285714285714284,14,Wallstrasse_60594,Wallstrasse_60594.jpeg
888,2.466666666666667,15,Grusonstrasse_60314,Grusonstrasse_60314.jpeg
889,2.6,10,Herrenapfelstrasse_60435,Herrenapfelstrasse_60435.jpeg
890,3.7,10,Frauenhofstrasse_60528,Frauenhofstrasse_60528.jpeg
891,3.8666666666666667,15,Engelsruhe_65929,Engelsruhe_65929.jpeg
892,2.6666666666666665,12,Gustavsburgplatz_60326,Gustavsburgplatz_60326.jpeg
893,3.3,10,Langobardenweg_65929,Langobardenweg_65929.jpeg
894,3.2857142857142856,14,Kurt-Blaum-Strasse_65934,Kurt-Blaum-Strasse_65934.jpeg
895,3.066666666666667,15,Neuenhainer_Strasse_60326,Neuenhainer_Strasse_60326.jpeg
896,3.466666666666667,15,Amselweg_65929,Amselweg_65929.jpeg
897,3.5789473684210527,19,Klingenberger_Strasse_60599,Klingenberger_Strasse_60599.jpeg
898,3.9473684210526314,19,Zwischenstrasse_60594,Zwischenstrasse_60594.jpeg
899,3.0,16,Am_Hauptbahnhof_60329,Am_Hauptbahnhof_60329.jpeg
900,2.75,12,Ernst-Achilles-Platz_60314,Ernst-Achilles-Platz_60314.jpeg
901,2.75,8,Breubergstrasse_60528,Breubergstrasse_60528.jpeg
902,3.111111111111111,18,Kappusstrasse_65936,Kappusstrasse_65936.jpeg
903,2.875,16,Hofheimer_Strasse_65931,Hofheimer_Strasse_65931.jpeg
904,2.8,10,Obermainanlage_60314,Obermainanlage_60314.jpeg
905,3.6,15,Eppenhainer_Strasse_60326,Eppenhainer_Strasse_60326.jpeg
906,3.1333333333333333,15,Schoene_Aussicht_60311,Schoene_Aussicht_60311.jpeg
907,3.7,10,Schaefergasse_60313,Schaefergasse_60313.jpeg
908,1.5,22,Gruene_Weide_65934,Gruene_Weide_65934.jpeg
909,3.0,14,Seehofstrasse_60594,Seehofstrasse_60594.jpeg
910,3.8,20,In_den_Biegen_60437,In_den_Biegen_60437.jpeg
911,1.75,16,Niederraeder_Bruecke_60528,Niederraeder_Bruecke_60528.jpeg
912,2.933333333333333,15,Hinter_der_Burg_60388,Hinter_der_Burg_60388.jpeg
913,2.0,16,An_der_Tillylinde_60529,An_der_Tillylinde_60529.jpeg
914,1.631578947368421,19,Guenthersburgpark_60389,Guenthersburgpark_60389.jpeg
915,2.176470588235294,17,Stichlingstrasse_60327,Stichlingstrasse_60327.jpeg
916,4.0,11,An_den_Roethen_60389,An_den_Roethen_60389.jpeg
917,2.0,17,Raugasse_65929,Raugasse_65929.jpeg
918,3.066666666666667,15,Ostbahnhofstrasse_60314,Ostbahnhofstrasse_60314.jpeg
919,4.0,20,Schopenhauerstrasse_60316,Schopenhauerstrasse_60316.jpeg
920,3.8,20,H.-P.-Mueller-Platz_60439,H.-P.-Mueller-Platz_60439.jpeg
921,3.1818181818181817,11,Kurt-Schumacher-Strasse_60313,Kurt-Schumacher-Strasse_60313.jpeg
922,3.5384615384615383,13,Weilbrunnstrasse_60435,Weilbrunnstrasse_60435.jpeg
923,3.75,12,Friedrich-Stoltze-Platz_60311,Friedrich-Stoltze-Platz_60311.jpeg
924,3.4210526315789473,19,Carl-Theodor-Reiffenstein-Platz_60313,Carl-Theodor-Reiffenstein-Platz_60313.jpeg
925,2.9285714285714284,14,Hohe_Kanzel_65931,Hohe_Kanzel_65931.jpeg
926,1.9444444444444444,18,Bockenheimer_Anlage_60322,Bockenheimer_Anlage_60322.jpeg
927,2.764705882352941,17,Andreasplatz_65929,Andreasplatz_65929.jpeg
928,2.466666666666667,15,Schreyerstrasse_60596,Schreyerstrasse_60596.jpeg
929,3.933333333333333,15,Kinkelstrasse_60385,Kinkelstrasse_60385.jpeg
930,3.2941176470588234,17,Am_Kreuz_65936,Am_Kreuz_65936.jpeg
931,3.1666666666666665,6,Bachmannstrasse_60488,Bachmannstrasse_60488.jpeg
932,3.8333333333333335,12,Ginsterweg_60433,Ginsterweg_60433.jpeg
933,3.2857142857142856,14,Roedelheimer_Parkweg_60489,Roedelheimer_Parkweg_60489.jpeg
934,2.3,10,Schmickstrasse_60314,Schmickstrasse_60314.jpeg
935,3.5,12,Josef-May-Strasse_60489,Josef-May-Strasse_60489.jpeg
936,3.5555555555555554,9,Roggengasse_65929,Roggengasse_65929.jpeg
937,3.1363636363636362,22,Langweidenstrasse_60488,Langweidenstrasse_60488.jpeg
938,3.45,20,Eschersheimer_Landstrasse_60320,Eschersheimer_Landstrasse_60320.jpeg
939,2.0,12,An_den_Katharinenhoefen_60486,An_den_Katharinenhoefen_60486.jpeg
940,3.25,12,Teutonenweg_65929,Teutonenweg_65929.jpeg
941,3.1875,16,Schleifergasse_65929,Schleifergasse_65929.jpeg
942,3.8823529411764706,17,Heiligkreuzgasse_60313,Heiligkreuzgasse_60313.jpeg
943,1.5789473684210527,19,Heussenstammstrasse_60433,Heussenstammstrasse_60433.jpeg
944,3.8846153846153846,26,Niedwiesenstrasse_60431,Niedwiesenstrasse_60431.jpeg
945,3.0,17,Marburger_Strasse_60487,Marburger_Strasse_60487.jpeg
946,3.8461538461538463,13,Saalhof_60311,Saalhof_60311.jpeg
947,3.3076923076923075,13,Sonnemannstrasse_60314,Sonnemannstrasse_60314.jpeg
